Run;Accuracy;Precision_Macro;Recall_Macro;F1_Macro;Train_Samples;Test_Samples;Hyperparameters
run_01_50k;0.699575;0.5625529936084244;0.3200117292111688;0.336199082740414;160000;40000;alpha: 1.0 | max_features: 10000 | min_df: 2 | max_df: 0.95 | ngram_range: (1, 2) | stop_words: english | sublinear_tf: False | resampling: False
run_02_250k;0.7126;0.547225873950089;0.362122963917751;0.38353875246258123;800000;200000;alpha: 1.0 | max_features: 10000 | min_df: 2 | max_df: 0.95 | ngram_range: (1, 2) | stop_words: english | sublinear_tf: False | resampling: False
