Run;Accuracy;Precision_Macro;Recall_Macro;F1_Macro;Train_Samples;Test_Samples;Hyperparameters;vectorization_time_sec;training_time_sec;evaluation_time_sec
run_01_100k;0.7157333333333333;0.5597195927778539;0.3534654999277383;0.3663504966026364;240000;60000;alpha: 1.0 | max_features: 10000 | min_df: 2 | max_df: 0.95 | ngram_range: (1, 2) | stop_words: english | sublinear_tf: False | resampling: False;13.493957042694092;0.0322561264038085;0.0800662040710449
run_02_2000k;0.7170814607159797;0.5435589460316052;0.3899475607610924;0.4125692505265118;3761222;940306;alpha: 1.0 | max_features: 10000 | min_df: 2 | max_df: 0.95 | ngram_range: (1, 2) | stop_words: english | sublinear_tf: False | resampling: False;165.4573140144348;0.4735579490661621;1.2174007892608645
run_03_30000k;0.7386342142458306;0.5417170733159891;0.383634767461526;0.4014941828792969;24700441;6175112;alpha: 1.0 | max_features: 10000 | min_df: 2 | max_df: 0.95 | ngram_range: (1, 2) | stop_words: english | sublinear_tf: False | resampling: False;1544.7609679698944;2.807891845703125;7.685969114303589
