Model;Accuracy;Val_Accuracy;Train_Samples;Test_Samples;Hyperparameters
Logistic Regression;0.7299;0.7178;140000;30000;C: 1.0 | max_iter: 1000 | solver: saga | max_features: 10000 | min_df: 2 | max_df: 0.95 | ngram_range: (1, 2) | stop_words: english | sublinear_tf: False
